Any,Indicador,Equipament,Valor,Notes_Dades,Notes_Equipament,Codi_Districte,Nom_Districte,Codi_Barri,Nom_Barri,Titularitat,TipusGeneral,TipusEquipament,Ambit,Latitud,Longitud
2018,Fons_Documentals,"Biblioteca Xavier Benguerel",132888,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2018,Metres_Quadrats,"Biblioteca Barceloneta - La Fraternitat",836,,,01,"Ciutat Vella",03,"la Barceloneta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.379201005,2.188854072
2018,Metres_Quadrats,"Biblioteca Francesca Bonnemaison",1663,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.386936575,2.175789976
2018,Metres_Quadrats,"Biblioteca Gòtic - Andreu Nin",994,,,01,"Ciutat Vella",02,"el Barri Gòtic","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378730324,2.175978504
2018,Metres_Quadrats,"Biblioteca Sant Pau i Santa Creu",1040,,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.381057326,2.169793857
2018,Metres_Quadrats,"Biblioteca Esquerra de l'Eixample-Agustí Centelles",3097,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.3864488,2.1527896
2018,Metres_Quadrats,"Biblioteca Fort Pienc",1091,,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.395555185,2.182447586
2018,Metres_Quadrats,"Biblioteca Joan Miró",1072,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378816801,2.149230361
2018,Metres_Quadrats,"Biblioteca Sagrada Família",2641,,,02,Eixample,06,"la Sagrada Família","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4055771,2.176118
2018,Metres_Quadrats,"Biblioteca Sant Antoni - Joan Oliver",1480,,,02,Eixample,10,"Sant Antoni","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377384776,2.162778079
2018,Metres_Quadrats,"Biblioteca Sofia Barat",535,,,02,Eixample,07,"la Dreta de Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.394674294,2.171504480
2018,Metres_Quadrats,"Biblioteca Francesc Candel",2091,,,03,Sants-Montjuïc,13,"la Marina de Port","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2018,Metres_Quadrats,"Biblioteca Poble Sec - Francesc Boix",539,,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2018,Metres_Quadrats,"Biblioteca Vapor Vell",2087,,,03,Sants-Montjuïc,18,Sants,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2018,Metres_Quadrats,"Biblioteca Les Corts - Miquel Llongueras",1442,,,04,"Les Corts",20,"la Maternitat i Sant Ramon","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2018,Metres_Quadrats,"Biblioteca Montserrat Abelló i Soler",3300,,,04,"Les Corts",19,"les Corts","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2018,Metres_Quadrats,"Biblioteca Clarà",762,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
2018,Metres_Quadrats,"Biblioteca Collserola - Josep Miracle",468,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415359022,2.102528700
2018,Metres_Quadrats,"Biblioteca Sant Gervasi - Joan Maragall",2396,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4059495,2.136064
2018,Metres_Quadrats,"Biblioteca Jaume Fuster",5636,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.407459888,2.149757498
2018,Metres_Quadrats,"Biblioteca Vallcarca i els Penitents",1225,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.420008234,2.139657303
2018,Metres_Quadrats,"Biblioteca Vila de Gràcia",1029,,,06,Gràcia,31,"la Vila de Gràcia","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401467067,2.158213802
2018,Metres_Quadrats,"Biblioteca El Carmel - Juan Marsé",2392,,,07,Horta-Guinardó,37,"el Carmel","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.421104560,2.155286623
2018,Metres_Quadrats,"Biblioteca Guinardó - Mercè Rodoreda",2060,,,07,Horta-Guinardó,33,"el Baix Guinardó","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.414313258,2.165318095
2018,Metres_Quadrats,"Biblioteca Horta - Can Mariner",1702,,,07,Horta-Guinardó,43,Horta,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.431105502,2.160733590
2018,Metres_Quadrats,"Biblioteca Montbau - Albert Pérez Baró",753,,,07,Horta-Guinardó,40,Montbau,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.429553532,2.142195427
2018,Metres_Quadrats,"Biblioteca Canyelles",450,,,08,"Nou Barris",49,Canyelles,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2018,Metres_Quadrats,"Biblioteca Les Roquetes",1194,,,08,"Nou Barris",50,"les Roquetes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2018,Metres_Quadrats,"Biblioteca Nou Barris",2010,,,08,"Nou Barris",48,"la Guineueta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2018,Metres_Quadrats,"Biblioteca Vilapicina i la Torre Llobeta",1400,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2018,Metres_Quadrats,"Biblioteca Zona Nord",1462,,,08,"Nou Barris",54,"Torre Baró","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2018,Metres_Quadrats,"Biblioteca Bon Pastor",1574,,,09,"Sant Andreu",59,"el Bon Pastor","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2018,Metres_Quadrats,"Biblioteca Ignasi Iglésias - Can Fabra",3446,,,09,"Sant Andreu",60,"Sant Andreu","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2018,Metres_Quadrats,"Biblioteca La Sagrera - Marina Clotet",2212,,,09,"Sant Andreu",61,"la Sagrera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2018,Metres_Quadrats,"Biblioteca Trinitat Vella - J. Barbero",1297,,,09,"Sant Andreu",57,"la Trinitat Vella","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2018,Metres_Quadrats,"Biblioteca Camp de l'Arpa - Caterina Albert",2489,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2018,Metres_Quadrats,"Biblioteca El Clot - Josep Benet",1732,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2018,Metres_Quadrats,"Biblioteca Poblenou - Manuel Arranz",1550,,,10,"Sant Martí",68,"el Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2018,Metres_Quadrats,"Biblioteca Ramon d'Alòs-Moner",380,,,10,"Sant Martí",70,"el Besòs i el Maresme","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2018,Metres_Quadrats,"Biblioteca Sant Martí de Provençals",280,,,10,"Sant Martí",72,"Sant Martí de Provençals","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2018,Metres_Quadrats,"Biblioteca Xavier Benguerel",1960,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2018,Nombre_Activitats,"Biblioteca Barceloneta - La Fraternitat",22,,,01,"Ciutat Vella",03,"la Barceloneta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.379201005,2.188854072
2018,Nombre_Activitats,"Biblioteca Francesca Bonnemaison",134,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.386936575,2.175789976
2018,Nombre_Activitats,"Biblioteca Gòtic - Andreu Nin",45,,,01,"Ciutat Vella",02,"el Barri Gòtic","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378730324,2.175978504
2018,Nombre_Activitats,"Biblioteca Sant Pau i Santa Creu",51,,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.381057326,2.169793857
2018,Nombre_Activitats,"Biblioteca Esquerra de l'Eixample-Agustí Centelles",66,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.3864488,2.1527896
2018,Nombre_Activitats,"Biblioteca Fort Pienc",39,,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.395555185,2.182447586
2018,Nombre_Activitats,"Biblioteca Joan Miró",25,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378816801,2.149230361
2018,Nombre_Activitats,"Biblioteca Sagrada Família",108,,,02,Eixample,06,"la Sagrada Família","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4055771,2.176118
2018,Nombre_Activitats,"Biblioteca Sant Antoni - Joan Oliver",40,,,02,Eixample,10,"Sant Antoni","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377384776,2.162778079
2018,Nombre_Activitats,"Biblioteca Sofia Barat",58,,,02,Eixample,07,"la Dreta de Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.394674294,2.171504480
2018,Nombre_Activitats,"Biblioteca Francesc Candel",64,,,03,Sants-Montjuïc,13,"la Marina de Port","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2018,Nombre_Activitats,"Biblioteca Poble Sec - Francesc Boix",49,,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2018,Nombre_Activitats,"Biblioteca Vapor Vell",107,,,03,Sants-Montjuïc,18,Sants,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2018,Nombre_Activitats,"Biblioteca Les Corts - Miquel Llongueras",51,,,04,"Les Corts",20,"la Maternitat i Sant Ramon","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2018,Nombre_Activitats,"Biblioteca Montserrat Abelló i Soler",77,,,04,"Les Corts",19,"les Corts","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2018,Nombre_Activitats,"Biblioteca Clarà",62,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
2018,Nombre_Activitats,"Biblioteca Collserola - Josep Miracle",55,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415359022,2.102528700
2018,Nombre_Activitats,"Biblioteca Sant Gervasi - Joan Maragall",86,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4059495,2.136064
2018,Nombre_Activitats,"Biblioteca Jaume Fuster",106,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.407459888,2.149757498
2018,Nombre_Activitats,"Biblioteca Vallcarca i els Penitents",69,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.420008234,2.139657303
2018,Nombre_Activitats,"Biblioteca Vila de Gràcia",85,,,06,Gràcia,31,"la Vila de Gràcia","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401467067,2.158213802
2018,Nombre_Activitats,"Biblioteca El Carmel - Juan Marsé",128,,,07,Horta-Guinardó,37,"el Carmel","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.421104560,2.155286623
2018,Nombre_Activitats,"Biblioteca Guinardó - Mercè Rodoreda",87,,,07,Horta-Guinardó,33,"el Baix Guinardó","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.414313258,2.165318095
2018,Nombre_Activitats,"Biblioteca Horta - Can Mariner",85,,,07,Horta-Guinardó,43,Horta,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.431105502,2.160733590
2018,Nombre_Activitats,"Biblioteca Montbau - Albert Pérez Baró",32,,,07,Horta-Guinardó,40,Montbau,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.429553532,2.142195427
2018,Nombre_Activitats,"Biblioteca Canyelles",28,,,08,"Nou Barris",49,Canyelles,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2018,Nombre_Activitats,"Biblioteca Les Roquetes",76,,,08,"Nou Barris",50,"les Roquetes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2018,Nombre_Activitats,"Biblioteca Nou Barris",62,,,08,"Nou Barris",48,"la Guineueta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2018,Nombre_Activitats,"Biblioteca Vilapicina i la Torre Llobeta",49,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2018,Nombre_Activitats,"Biblioteca Zona Nord",153,,,08,"Nou Barris",54,"Torre Baró","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2018,Nombre_Activitats,"Biblioteca Bon Pastor",238,,,09,"Sant Andreu",59,"el Bon Pastor","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2018,Nombre_Activitats,"Biblioteca Ignasi Iglésias - Can Fabra",452,,,09,"Sant Andreu",60,"Sant Andreu","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2018,Nombre_Activitats,"Biblioteca La Sagrera - Marina Clotet",211,,,09,"Sant Andreu",61,"la Sagrera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2018,Nombre_Activitats,"Biblioteca Trinitat Vella - J. Barbero",121,,,09,"Sant Andreu",57,"la Trinitat Vella","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2018,Nombre_Activitats,"Biblioteca Camp de l'Arpa - Caterina Albert",68,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2018,Nombre_Activitats,"Biblioteca El Clot - Josep Benet",101,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2018,Nombre_Activitats,"Biblioteca Poblenou - Manuel Arranz",62,,,10,"Sant Martí",68,"el Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2018,Nombre_Activitats,"Biblioteca Ramon d'Alòs-Moner",33,,,10,"Sant Martí",70,"el Besòs i el Maresme","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2018,Nombre_Activitats,"Biblioteca Sant Martí de Provençals",30,,,10,"Sant Martí",72,"Sant Martí de Provençals","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
2018,Nombre_Activitats,"Biblioteca Xavier Benguerel",51,,,10,"Sant Martí",67,"la Vila Olímpica del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.392407385,2.197710107
2018,Nombre_Visites_Escolars,"Biblioteca Barceloneta - La Fraternitat",62,,,01,"Ciutat Vella",03,"la Barceloneta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.379201005,2.188854072
2018,Nombre_Visites_Escolars,"Biblioteca Francesca Bonnemaison",17,,,01,"Ciutat Vella",04,"Sant Pere, Santa Caterina i la Ribera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.386936575,2.175789976
2018,Nombre_Visites_Escolars,"Biblioteca Gòtic - Andreu Nin",84,,,01,"Ciutat Vella",02,"el Barri Gòtic","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378730324,2.175978504
2018,Nombre_Visites_Escolars,"Biblioteca Sant Pau i Santa Creu",91,,,01,"Ciutat Vella",01,"el Raval","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.381057326,2.169793857
2018,Nombre_Visites_Escolars,"Biblioteca Esquerra de l'Eixample-Agustí Centelles",72,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.3864488,2.1527896
2018,Nombre_Visites_Escolars,"Biblioteca Fort Pienc",139,,,02,Eixample,05,"el Fort Pienc","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.395555185,2.182447586
2018,Nombre_Visites_Escolars,"Biblioteca Joan Miró",37,,,02,Eixample,09,"la Nova Esquerra de l'Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.378816801,2.149230361
2018,Nombre_Visites_Escolars,"Biblioteca Sagrada Família",96,,,02,Eixample,06,"la Sagrada Família","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4055771,2.176118
2018,Nombre_Visites_Escolars,"Biblioteca Sant Antoni - Joan Oliver",77,,,02,Eixample,10,"Sant Antoni","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377384776,2.162778079
2018,Nombre_Visites_Escolars,"Biblioteca Sofia Barat",65,,,02,Eixample,07,"la Dreta de Eixample","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.394674294,2.171504480
2018,Nombre_Visites_Escolars,"Biblioteca Francesc Candel",50,,,03,Sants-Montjuïc,13,"la Marina de Port","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.361777512,2.136276613
2018,Nombre_Visites_Escolars,"Biblioteca Poble Sec - Francesc Boix",21,,,03,Sants-Montjuïc,11,"el Poble-sec","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.373921824,2.164025015
2018,Nombre_Visites_Escolars,"Biblioteca Vapor Vell",20,,,03,Sants-Montjuïc,18,Sants,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.376897256,2.134733614
2018,Nombre_Visites_Escolars,"Biblioteca Les Corts - Miquel Llongueras",28,,,04,"Les Corts",20,"la Maternitat i Sant Ramon","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.377777960,2.121760828
2018,Nombre_Visites_Escolars,"Biblioteca Montserrat Abelló i Soler",34,,,04,"Les Corts",19,"les Corts","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.383722,2.1352722
2018,Nombre_Visites_Escolars,"Biblioteca Clarà",48,,,05,"Sarrià-Sant Gervasi",24,"les Tres Torres","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.399909399,2.129455802
2018,Nombre_Visites_Escolars,"Biblioteca Collserola - Josep Miracle",14,,,05,"Sarrià-Sant Gervasi",22,"Vallvidrera, el Tibidabo i les Planes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415359022,2.102528700
2018,Nombre_Visites_Escolars,"Biblioteca Sant Gervasi - Joan Maragall",66,,,05,"Sarrià-Sant Gervasi",25,"Sant Gervasi - la Bonanova","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4059495,2.136064
2018,Nombre_Visites_Escolars,"Biblioteca Jaume Fuster",104,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.407459888,2.149757498
2018,Nombre_Visites_Escolars,"Biblioteca Vallcarca i els Penitents",26,,,06,Gràcia,28,"Vallcarca i els Penitents","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.420008234,2.139657303
2018,Nombre_Visites_Escolars,"Biblioteca Vila de Gràcia",15,,,06,Gràcia,31,"la Vila de Gràcia","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401467067,2.158213802
2018,Nombre_Visites_Escolars,"Biblioteca El Carmel - Juan Marsé",51,,,07,Horta-Guinardó,37,"el Carmel","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.421104560,2.155286623
2018,Nombre_Visites_Escolars,"Biblioteca Guinardó - Mercè Rodoreda",20,,,07,Horta-Guinardó,33,"el Baix Guinardó","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.414313258,2.165318095
2018,Nombre_Visites_Escolars,"Biblioteca Horta - Can Mariner",118,,,07,Horta-Guinardó,43,Horta,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.431105502,2.160733590
2018,Nombre_Visites_Escolars,"Biblioteca Montbau - Albert Pérez Baró",9,,,07,Horta-Guinardó,40,Montbau,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.429553532,2.142195427
2018,Nombre_Visites_Escolars,"Biblioteca Canyelles",14,,,08,"Nou Barris",49,Canyelles,"Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.443773486,2.164322669
2018,Nombre_Visites_Escolars,"Biblioteca Les Roquetes",45,,,08,"Nou Barris",50,"les Roquetes","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.445371792,2.177103706
2018,Nombre_Visites_Escolars,"Biblioteca Nou Barris",66,,,08,"Nou Barris",48,"la Guineueta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.436813681,2.171212448
2018,Nombre_Visites_Escolars,"Biblioteca Vilapicina i la Torre Llobeta",36,,,08,"Nou Barris",44,"Vilapicina i la Torre Llobeta","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.426885098,2.176452383
2018,Nombre_Visites_Escolars,"Biblioteca Zona Nord",84,,,08,"Nou Barris",54,"Torre Baró","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.461237425,2.179875786
2018,Nombre_Visites_Escolars,"Biblioteca Bon Pastor",199,,,09,"Sant Andreu",59,"el Bon Pastor","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.435164144,2.204659876
2018,Nombre_Visites_Escolars,"Biblioteca Ignasi Iglésias - Can Fabra",165,,,09,"Sant Andreu",60,"Sant Andreu","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.434481450,2.190871493
2018,Nombre_Visites_Escolars,"Biblioteca La Sagrera - Marina Clotet",75,,,09,"Sant Andreu",61,"la Sagrera","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.425875519,2.193764263
2018,Nombre_Visites_Escolars,"Biblioteca Trinitat Vella - J. Barbero",39,,,09,"Sant Andreu",57,"la Trinitat Vella","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.449283144,2.190748711
2018,Nombre_Visites_Escolars,"Biblioteca Camp de l'Arpa - Caterina Albert",47,,,10,"Sant Martí",64,"el Camp de l'Arpa del Clot","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.415766234,2.182280785
2018,Nombre_Visites_Escolars,"Biblioteca El Clot - Josep Benet",38,,,10,"Sant Martí",66,"el Parc i la Llacuna del Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.4019532,2.188806
2018,Nombre_Visites_Escolars,"Biblioteca Poblenou - Manuel Arranz",74,,,10,"Sant Martí",68,"el Poblenou","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.401373426,2.204525705
2018,Nombre_Visites_Escolars,"Biblioteca Ramon d'Alòs-Moner",57,,,10,"Sant Martí",70,"el Besòs i el Maresme","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416309274,2.211483280
2018,Nombre_Visites_Escolars,"Biblioteca Sant Martí de Provençals",54,,,10,"Sant Martí",72,"Sant Martí de Provençals","Consorci o fundació amb presència municipal","Biblioteques de Barcelona",Biblioteques,Lletres,41.416623960,2.198564569
